cmte_id,amndt_ind,rpt_tp,transaction_pgi,image_num,transaction_tp,entity_tp,name,city,state,zip_code,employer,occupation,transaction_dt,transaction_amt,other_id,cand_id,tran_id,file_num,memo_cd,memo_text,sub_id
C00725820,N,30R,P2024,202102049425015900,24A,ORG,SUMMIT STRATEGIC COMMUNICATIONS LLC,PARK CITY,UT,840987502,,,01082021,6585,S8MO00160,S8MO00160,500089221,1498464,,,4020620211121397486
C00725820,N,30R,P2024,202102049425015895,24A,ORG,SHUTTERSTOCK,NEW YORK,NY,101182100,,,01082021,1937,S8MO00160,S8MO00160,500089243,1498464,,,4020620211121397476
C00749101,N,30R,P2024,202102049425073813,24A,ORG,"GRASSROOTS MEDIA, LLC",BALA CYNWYD,PA,19004,,,01252021,1088,S8MO00160,S8MO00160,SE.6413,1498608,,,4022420211188852668
C00250068,N,M2,P2022,202102169427802831,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,01152021,2500,C00359034,H0MO06073,SB23.10876,1500007,,,4021920211158862279
C00448696,N,M2,P2024,202102199428655887,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,,,01192021,25750,S8MO00160,S8MO00160,E1D4AFC8D036444288D3,1501126,,,4022320211164077077
C00448696,N,M2,P2024,202102199428655887,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,,,01192021,51500,S8MO00160,S8MO00160,E112BC37CF0A6440B944,1501126,,,4022320211164077078
C00448696,N,M2,P2024,202102199428655888,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,,,01192021,51500,S8MO00160,S8MO00160,E1FC4DDF89BC045D5B56,1501126,,,4022320211164077079
C00448696,N,M2,P2024,202102199428655890,24E,ORG,RIGHT COUNTRY LISTS,ALEXANDRIA,VA,223143109,,,01202021,25900,S8MO00160,S8MO00160,E989F53EC66FD426987D,1501126,,,4022320211164077083
C00448696,N,M2,P2024,202102199428655888,24E,ORG,RIGHT COUNTRY LISTS,ALEXANDRIA,VA,223143109,,,01192021,25900,S8MO00160,S8MO00160,EA65313AA5C8848F587A,1501126,,,4022320211164077080
C00448696,N,M2,P2024,202102199428655889,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,,,01192021,51500,S8MO00160,S8MO00160,E1A9777C69EDB405B980,1501126,,,4022320211164077081
C00448696,N,M2,P2024,202102199428655889,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,01142021,1948,S8MO00160,S8MO00160,EE6D34444197A449FBF5,1501126,,,4022320211164077082
C00448696,N,M2,P2024,202102199428655892,24E,ORG,TMA DIRECT,RESTON,VA,201905952,,,01282021,48081,S8MO00160,S8MO00160,E51E879942FDC4CD39E8,1501126,,,4022320211164077087
C00448696,N,M2,P2024,202102199428655890,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,,,01202021,51500,S8MO00160,S8MO00160,EEA33A6E7131643D5BD2,1501126,,,4022320211164077084
C00448696,N,M2,P2024,202102199428655891,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,,,01202021,51500,S8MO00160,S8MO00160,E4C4F982122044C9B856,1501126,,,4022320211164077085
C00448696,N,M2,P2024,202102199428655891,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,01202021,12703,S8MO00160,S8MO00160,ED429BE22576B420CB2F,1501126,,,4022320211164077086
C00448696,N,M2,P2024,202102199428655892,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,01282021,609,S8MO00160,S8MO00160,E984F19FC7EB9456094F,1501126,,,4022320211164077088
C00448696,N,M2,G2024,202102199428653412,24K,CCM,JOSH HAWLEY FOR SENATE,CHESTERFIELD,MO,63005,,,01142021,5000,C00652727,S8MO00160,B6A8689042D6A49FC8C3,1501126,,,4022320211164085237
C00000885,N,M2,P2022,202102189428319597,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,01252021,5000,C00395848,H4MO05234,45600275,1500572,,CONTRIBUTION,4022620211189800794
C00147173,N,M2,P2020,202102179428314561,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,,,01312021,-2000,C00541862,H4MO08162,45623729,1500506,,VOID - JASON SMITH FOR CONGRESS-ISSUED 2/3/20,4022620211189800102
C00147173,N,M2,P2020,202102179428314562,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,01312021,-1124,C00359034,H0MO06073,45623742,1500506,,VOID - GRAVES FOR CONGRESS-ISSED 5/15/20,4022620211189800105
C00147173,N,M2,G2020,202102179428314563,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,01312021,-1124,C00359034,H0MO06073,45623743,1500506,,VOID - GRAVES FOR CONGRESS-ISSUED 4/21/20,4022620211189800106
C00039214,N,M2,P2020,202102199428673108,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,01312021,-1000,C00495846,H2MO02102,SB23.4735,1501284,,,4030220211190401377
C00689091,N,M2,G2020,202102199428657288,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,641411872,,,01292021,-5000,C00395848,H4MO05234,B78F7C2E0B28443F99C1,1501179,,,4030220211190401511
C00000901,N,M2,G2020,202102199428644131,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,641082642,,,01192021,-4000,C00359034,H0MO06073,48F11F2115F0553029F,1501009,,,4022420211164443762
C00748582,N,M2,P2024,202102209428797985,24A,ORG,JHCH VENTURES,CHICAGO,IL,60614,,,01192021,1500,S8MO00160,S8MO00160,SE.117380,1501613,,,4030220211190384693
C00748582,N,M2,P2024,202102209428798000,24A,ORG,SIGNAL ROCK,PORTLAND,OR,97213,,,01192021,875,S8MO00160,S8MO00160,SE.117328,1501613,,,4030220211190384723
C00748582,N,M2,P2024,202102209428797989,24A,IND,"JOHNSON, WES",LOS ANGELES,CA,90068,,,01112021,44,S8MO00160,S8MO00160,SE.117409,1501613,,,4030220211190384700
C00748582,N,M2,P2024,202102209428797993,24A,IND,"JOHNSON, WES",LOS ANGELES,CA,90068,,,01192021,100,S8MO00160,S8MO00160,SE.117330,1501613,,,4030220211190384709
C00748582,N,M2,P2024,202102209428797995,24A,ORG,SIGNAL ROCK,PORTLAND,OR,97213,,,01112021,450,S8MO00160,S8MO00160,SE.117420,1501613,,,4030220211190384713
C00748582,N,M2,P2024,202102209428797975,24A,IND,"ELLIKER, SHARI",ALEXANDRIA,VA,22314,,,01192021,40,S8MO00160,S8MO00160,SE.117369,1501613,,,4030220211190384673
C00748582,N,M2,P2024,202102209428797979,24A,ORG,JHCH VENTURES,CHICAGO,IL,60614,,,01112021,875,S8MO00160,S8MO00160,SE.117389,1501613,,,4030220211190384680
C00009282,N,M3,P2022,202103159440491853,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,,,02082021,5000,C00304758,S0MO00183,B784210,1504111,,,4031520211261329116
C00004994,N,M3,P2022,202103109440363121,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,02042021,2500,C00395848,H4MO05234,10887029,1503533,,CAMPAIGN CONTRIBUTION,4031120211239326733
C00113159,N,M3,P2022,202103159440478298,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,02082021,2500,C00495846,H2MO02102,B784038,1504004,,,4031520211256485004
C00113159,N,M3,P2022,202103159440478299,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,,,02082021,2500,C00304758,S0MO00183,B784032,1504004,,,4031520211256485009
C00002766,N,M3,P2022,202103169440547661,24K,CCM,SIFTON FOR SENATE,ST. LOUIS,MO,63158,,,02032021,5000,C00768465,S2MO00478,18084531,1504386,,CONTRIBUTION,4031820211261735493
C00034488,N,M3,P2022,202103119440467905,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,,,02022021,5000,C00304758,S0MO00183,91D3FD1925B1B7637F0,1503695,,,4031320211255246197
C00034488,N,M3,G2022,202103119440467905,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,,,02022021,5000,C00304758,S0MO00183,2826A2CDA0FB5C2F6A9,1503695,,,4031320211255246198
C00034488,N,M3,P2022,202103119440467901,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,,,02252021,5000,C00495846,H2MO02102,02221608382926AE69A,1503695,,,4031320211255246186
C00142596,N,M3,P2022,202103119440467954,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,02032021,2500,C00395848,H4MO05234,2ADE9B91BB8C230C014,1503696,,,4031120211254491558
C00458158,N,M3,P2022,202103189441293825,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,,,02172021,2000,C00304758,S0MO00183,13003946,1504912,,DIRECT CONTRIBUTION,4031920211261806343
C00027359,N,M3,P2022,202103189441294626,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,02262021,2500,C00359034,H0MO06073,45659328,1504949,,,4031920211261806857
C00170258,N,M3,P2022,202103189441294955,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,641411872,,,02192021,2500,C00395848,H4MO05234,B785C1ABFAFAE481BB9A,1504981,,,4031920211261807026
C00170258,N,M3,P2022,202103189441294956,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,641082642,,,02192021,2500,C00359034,H0MO06073,B4BB9993B1D4446FFB58,1504981,,,4031920211261807029
C00448696,N,M3,P2024,202103199441656530,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,02182021,921,S8MO00160,S8MO00160,E28FDF02384EF4859BC2,1505436,,,4032020211261910238
C00448696,N,M3,P2024,202103199441656530,24E,ORG,TMA DIRECT,RESTON,VA,201905952,,,02242021,26007,S8MO00160,S8MO00160,EAD84D02B519243C785D,1505436,,,4032020211261910239
C00448696,N,M3,P2024,202103199441656531,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,02242021,236,S8MO00160,S8MO00160,EA3A13C51411A43678DA,1505436,,,4032020211261910240
C00448696,N,M3,P2024,202103199441656528,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,02042021,4075,S8MO00160,S8MO00160,E8F0613F9FD784E298E1,1505436,,,4032020211261910234
C00448696,N,M3,P2024,202103199441656528,24E,ORG,REGNERY PUBLISHING,ARLINGTON,VA,222092016,,,02052021,64750,S8MO00160,S8MO00160,E118CC93B9842467B998,1505436,,,4032020211261910235
C00448696,N,M3,P2024,202103199441656529,24E,ORG,CONSERVATIVE CONNECTOR LLC,GREENWOOD,IN,461431464,,,02112021,51750,S8MO00160,S8MO00160,EBB7659031A0546218E8,1505436,,,4032020211261910236
C00448696,N,M3,P2024,202103199441656529,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,02112021,2686,S8MO00160,S8MO00160,EAE56BEF1C2AC4AD2893,1505436,,,4032020211261910237
C00337626,N,M3,P2022,202103189441299138,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,02022021,2000,C00395848,H4MO05234,6582462D8F0A0B7AA72,1505011,,,4031920211261807086
C00337626,N,M3,P2022,202103189441299136,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,,,02022021,2000,C00495846,H2MO02102,2149F712EDE67A0C694,1505011,,,4031920211261807078
C00038604,N,M3,P2022,202103189441287956,24K,CCM,BLAINE FOR CONGRESS,JEFFERSON CITY,MO,651021025,,,02162021,2500,C00458679,H8MO09153,B3A89CD7ED9484AABA96,1504741,,,4032020211261912658
C00332296,N,M3,P2022,202103209441676615,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,02222021,1000,C00495846,H2MO02102,SB23.82675,1505678,,,4032420211262818626
C00431312,N,M3,P2022,202103199441623203,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,02192021,1000,C00395848,H4MO05234,AD2C394A28A6D7D1E93,1505148,,,4032020211261914750
C00004812,N,M3,P2022,202103199441658890,24K,CCM,CLEAVER FOR CONGRESS,WASHINGTON,DC,200034007,,,02242021,2500,C00395848,H4MO05234,B5A0942980C9C464E848,1505475,,,4032320211262032660
C00004812,N,M3,P2022,202103199441658885,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,,,02242021,2500,C00495846,H2MO02102,B2D032536138741CDB60,1505475,,,4032320211262032646
C00004812,N,M3,P2022,202103199441658888,24K,CCM,FRIENDS OF ROY BLUNT,WASHINGTON,DC,200025618,,,02242021,2500,C00304758,S0MO00183,B51B74EF56C5B4E65A64,1505475,,,4032320211262032654
C00005249,N,M3,P2022,202103209441677709,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,02102021,2500,C00395848,H4MO05234,18091339,1505713,,,4032320211262034149
C00118943,N,M3,P2022,202103209441679377,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,02262021,2500,C00395848,H4MO05234,83653169,1505735,,"EVENT:  FEBRUARY 26, 2021",4032320211262034159
C00161414,N,M4,P2022,202104029443059957,24K,CCM,BLAINE FOR CONGRESS,ST ELIZABETH,MO,65075,,,03082021,1000,C00458679,H8MO09153,B003259S000001L23,1507404,,,4040320211274802887
C00161414,N,M4,P2022,202104029443059960,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03292021,1000,C00495846,H2MO02102,B003261S000001L23,1507404,,,4040320211274802895
C00687558,N,M4,G2021,202104059443064464,24K,CCM,GRAVES FOR CONGRESS--GRAVES FOR CONGRESS,WASHINGTON,DC,20003,,,03152021,2500,C00359034,H0MO06073,SB23.4594,1507669,,,4040620211275746680
C00142596,N,M4,P2022,202104079443075099,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,,,03012021,2500,C00495846,H2MO02102,34A4E297401005719D3,1508254,,,4040720211276558079
C00142596,N,M4,P2022,202104079443075104,24K,CCM,FRIENDS OF ROY BLUNT,COLUMBIA,MO,65205,,,03042021,2500,C00304758,S0MO00183,2AC8F2F8F207D7DDE5F,1508254,,,4040720211276558093
C00401299,N,M4,P2022,202104079443075807,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,,,03052021,2500,C00541862,H4MO08162,B41EAA6813F764835808,1508273,,,4040720211276558157
C00131185,N,M4,P2022,202104069443071505,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,03242021,5000,C00359034,H0MO06073,83790311,1508071,,CONTRIBUTIONS,4040720211276557334
C00113811,N,M4,P2022,202104069443071275,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,,,03222021,2500,C00541862,H4MO08162,BD086733488C245E58E0,1508054,,,4040720211276557863
C00283135,N,M4,P2022,202104099443159507,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03232021,1000,C00495846,H2MO02102,15571129,1509050,,FUTURE EVENT,4041320211277080587
C00283135,N,M4,P2022,202104099443159511,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,,,03302021,1000,C00541862,H4MO08162,15575306,1509050,,JASON SMITH FOR CONGRESS VIRTUAL EVENT,4041320211277080598
C00387753,N,M4,P2022,202104089443149768,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,,,03262021,2500,C00458679,H8MO09153,83794059,1508770,,CONTRIBUTION,4041020211276982800
C00341701,N,Q1,P,202104099443155549,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,03182021,1000,C00359034,H0MO06073,SB23.10013,1508856,,,4041020211276984981
C00389429,N,M4,P2022,202104219445123709,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,03242021,2500,C00359034,H0MO06073,SB23.8531,1514102,,,4042520211279066688
C00068692,N,M4,P2022,202104149443327272,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03252021,3000,C00495846,H2MO02102,B96B5AB4610544A95ABA,1510293,,,4041520211277742046
C00103937,N,Q1,G2020,202104149443327312,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03312021,-1000,C00495846,H2MO02102,SB23.4528,1510296,,,4041520211277742473
C00364471,N,30S,P2022,202104149443327992,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,,,03262021,1000,C00541862,H4MO08162,SB23.11308,1510317,,,4041520211277742885
C00118943,N,M4,P2022,202104209445066473,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03242021,2500,C00495846,H2MO02102,83770760,1513996,,"EVENT: MARCH 24, 2021",4042520211279060562
C00633248,N,M4,P2022,202104209445067376,24K,CCM,CORI BUSH FOR CONGRESS,SAINT LOUIS,MO,631212911,,,03302021,1000,C00638767,H8MO01143,VNV4WA268Y2,1513999,,,4050620211286227886
C00078451,N,M4,P2022,202104199443807776,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,03092021,1000,C00395848,H4MO05234,83687040,1513048,,,4042320211278911165
C00035451,N,M4,P2022,202104209445077456,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,03222021,5000,C00359034,H0MO06073,18262651,1514019,,,4042520211279065545
C00089458,N,M4,P2022,202104209445077609,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,03232021,5000,C00359034,H0MO06073,45748045,1514024,,,4042520211279064478
C00089458,N,M4,P2022,202104209445077611,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,,,03232021,2500,C00541862,H4MO08162,45748052,1514024,,,4042520211279064483
C00011114,N,M4,P2022,202104209445078066,24K,CCM,CORI BUSH FOR CONGRESS,SAINT LOUIS,MO,631212911,,,03042021,2500,C00638767,H8MO01143,500022931,1514036,,,4042520211279065343
C00150367,N,M4,P2022,202104199443822173,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03262021,2500,C00495846,H2MO02102,25968101,1513282,,CONTRIBUTION,4042320211278910969
C00170258,N,M4,P2022,202104199443823513,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,637021324,,,03192021,1000,C00541862,H4MO08162,BD2AB7F9C51384338A5C,1513305,,,4042320211278913537
C00170258,N,M4,P2022,202104199443823506,24K,CCM,BLAINE FOR CONGRESS,SAINT ELIZABETH,MO,650750098,,,03042021,5000,C00458679,H8MO09153,B0292A8DA8BB1406083C,1513305,,,4042320211278913518
C00133389,N,M4,P2022,202104149443320533,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,03052021,1000,C00395848,H4MO05234,SB23.4450,1510172,,,4041620211277880103
C00022343,N,M4,P2022,202104199443809050,24K,CCM,JASON SMITH FOR CONGRESS,CAPE GIRARDEAU,MO,63702,,,03292021,1000,C00541862,H4MO08162,18263614,1513118,,,4042320211278912327
C00022343,N,M4,P2022,202104199443809035,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,03102021,2500,C00395848,H4MO05234,18220327,1513118,,,4042320211278912283
C00022343,N,M4,P2022,202104199443809037,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,,,03102021,5000,C00458679,H8MO09153,18220334,1513118,,,4042320211278912289
C00503680,N,M4,P2022,202104199443809279,24K,CCM,BLAINE FOR CONGRESS,JEFFERSON CITY,MO,65102,,,03242021,1000,C00458679,H8MO09153,SB23.8482,1513131,,,4042320211278911251
C00572271,N,30S,P2022,202104199443809506,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,,,03172021,5000,C00495846,H2MO02102,B2FCFEAAE2EC041B3BD8,1513141,,,4042320211278910889
C00040659,N,M4,P2022,202104199443809680,24K,CCM,BLAINE FOR CONGRESS,SAINT ELIZABETH,MO,65075,,,03182021,1000,C00458679,H8MO09153,197E11F940AA89FDDC0,1513152,,,4042320211278910983
C00039578,N,M4,P2022,202104199443809776,24K,CCM,ANN WAGNER FOR CONGRESS,WASHINGTON,DC,20003,,,03252021,2500,C00495846,H2MO02102,45758020,1513161,,PAC CONTRIBUTION,4042320211278911789
C00039578,N,M4,P2022,202104199443809779,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,,,03252021,5000,C00458679,H8MO09153,45758027,1513161,,PAC CONTRIBUTION,4042320211278911796
C00039578,N,M4,P2022,202104199443809782,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64112,,,03252021,2500,C00395848,H4MO05234,45758037,1513161,,PAC CONTRIBUTION,4042320211278911805
C00004275,N,M4,P2022,202104199443811414,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,630220050,,,03252021,5000,C00495846,H2MO02102,B82A885D8482C4F30917,1513183,,,4042320211278912039
C00361758,N,M4,P2022,202104199443827858,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03222021,1000,C00495846,H2MO02102,50C55DD2979168AFE01,1513335,,,4042320211278913857
C00034272,N,Q1,P2022,202104129443200189,24K,CCM,BLAINE FOR CONGRESS,ST. ELIZABETH,MO,65075,,,03102021,2500,C00458679,H8MO09153,SB23.20682,1509313,,,4041320211277081791
C00524181,N,M4,P2024,202104209444017788,24E,ORG,CONNELL DONATELLI,ALEXANDRIA,VA,223143109,,,03312021,3333,S8MO00160,S8MO00160,E7535E5CDE6934ABD8A7,1513819,,,4042820211279267253
C00448696,N,M4,P2024,202104209444018122,24E,ORG,TMA DIRECT,RESTON,VA,201905952,,,03242021,8583,S8MO00160,S8MO00160,E50F30A8491764D148E5,1513820,,,4042520211279050106
C00448696,N,M4,P2024,202104209444018120,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,03182021,151,S8MO00160,S8MO00160,EEEC4C12B0E8E4C0B871,1513820,,,4042520211279050103
C00448696,N,M4,P2024,202104209444018121,24E,ORG,CONSERVATIVE CONNECTOR LLC,GREENWOOD,IN,461431464,,,03242021,17250,S8MO00160,S8MO00160,E19F892B111204A59A21,1513820,,,4042520211279050105
C00448696,N,M4,P2024,202104209444018124,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,03242021,267,S8MO00160,S8MO00160,EF8B86CF5F5E94EBBBC2,1513820,,,4042520211279050111
C00448696,N,M4,P2024,202104209444018126,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,03312021,0,S8MO00160,S8MO00160,E5641D35197264E58935,1513820,,,4042520211279050114
C00448696,N,M4,P2024,202104209444018119,24E,ORG,ALLIANCE STRATEGIES GROUP INC.,BOCA RATON,FL,334871358,,,03032021,30900,S8MO00160,S8MO00160,ECA321B8188A24D00ADE,1513820,,,4042520211279050100
C00448696,N,M4,P2024,202104209444018119,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,03032021,98,S8MO00160,S8MO00160,E9F3A3B076A4B4550864,1513820,,,4042520211279050101
C00448696,N,M4,P2024,202104209444018120,24E,PAC,SENATE CONSERVATIVES FUND,WASHINGTON,DC,200031021,,,03112021,194,S8MO00160,S8MO00160,EA81798DFBB1E44F7AEA,1513820,,,4042520211279050102
C00144766,N,M4,P2022,202104209444000249,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03122021,1000,C00495846,H2MO02102,BD74F8F4AAD6D4E19BAF,1513716,,,4042520211279063261
C00038604,N,M4,P2022,202104209443854833,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,641122551,,,03042021,1000,C00395848,H4MO05234,B8DC7E6401C234E049AB,1513509,,,4042520211279053491
C00540187,N,M4,P2022,202104209443855227,24K,CCM,BLAINE FOR CONGRESS,ST ELIZABE,MO,65075,,,03122021,2500,C00458679,H8MO09153,SB23.I17275,1513520,,,4042520211279053747
C00009985,N,M4,P2022,202104209443923569,24K,CCM,ANN WAGNER FOR CONGRESS,WASHINGTON,DC,200033289,,,03172021,1000,C00495846,H2MO02102,B1C6C90D0B7C44CF1A5E,1513676,,,4042520211279062659
C00034785,N,M4,P2022,202104209444386344,24K,CCM,BLAINE FOR CONGRESS,JEFFERSON CITY,MO,65102,,,03082021,5000,C00458679,H8MO09153,10905663,1513901,,,4042520211279054910
C00248716,N,M4,P2022,202104209443839362,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03252021,2000,C00495846,H2MO02102,E8E63D444F5A55B65EF,1513472,,,4042320211278916043
C00030718,A,M4,P2022,202104209444019931,24K,ORG,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03172021,1000,C00495846,H2MO02102,B1A0822D2E51342FBB2E,1513842,,,4042520211279054012
C00030718,A,M4,P2022,202104209444019931,24K,ORG,GRAVES FOR CONGRESS,KANSAS CITY,MO,64108,,,03172021,1000,C00359034,H0MO06073,B0C48C28C1AE74EE6922,1513842,,,4042520211279054013
C00030718,A,M4,P2022,202104209444019931,24K,ORG,BLAINE FOR CONGRESS,HOLTS SUMMIT,MO,650430125,,,03262021,1000,C00458679,H8MO09153,B6A3DC02D7C0D4E94BEB,1513842,,,4042520211279054014
C00142786,N,M4,P2022,202104209444020015,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03192021,1000,C00495846,H2MO02102,SB23.26824,1513845,,,4042520211279060707
C00040253,N,M4,P2022,202104159443526754,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,03312021,2500,C00395848,H4MO05234,0A9C6A97721A9475D96,1511810,,,4042120211278588036
C00283135,N,M8,P2022,202108069465866493,24K,CCM,GRAVES FOR CONGRESS,KANSAS CITY,MO,64151,,,07282021,1000,C00359034,H0MO06073,15998830,1533943,,"WEDNESDAY, JULY 28TH DINNER DC",4081320211326567724
C00130773,N,M4,P2022,202104169443781287,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,03222021,2500,C00395848,H4MO05234,83775021,1512680,,,4042020211278465296
C00130773,N,M4,P2022,202104169443781273,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03152021,5000,C00495846,H2MO02102,83761087,1512680,,,4042020211278465255
C00066472,N,M4,P2022,202104169443782445,24K,CCM,CLEAVER FOR CONGRESS,KANSAS CITY,MO,64141,,,03012021,2500,C00395848,H4MO05234,25DC80C9966D387AD75,1512713,,,4042020211278467256
C00066472,N,M4,G2022,202104169443782443,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03252021,5000,C00495846,H2MO02102,13BB1DF6377E093D2E0,1512713,,,4042020211278467250
C00066472,N,M4,P2022,202104169443782443,24K,CCM,ANN WAGNER FOR CONGRESS,BALLWIN,MO,63022,,,03252021,5000,C00495846,H2MO02102,56517E1A78187EA9A6C,1512713,,,4042020211278467251
C00101105,N,M4,P2022,202104169443786535,24K,CCM,BLAINE FOR CONGRESS,SAINT ELIZABETH,MO,65075,,,03102021,1000,C00458679,H8MO09153,0A52A3198A6580221D8,1512731,,,4043020211284981224
C00193631,N,M4,P2022,202104159443416466,24K,CCM,JASON SMITH FOR CONGRESS,SIKESTON,MO,638015046,,,03232021,250,C00541862,H4MO08162,B7A22BA75928C46C382B,1511370,,,4042020211278464088
